folder_id,real_filename,meeting_date,meeting_name,belongs_to
BDGF563D64CC,PTP MS Sports.Proposed Fees 2019-20 R.pdf,26/06/2019,Regular Meeting,BBHHS/BBHMS Pay-to-Participate Fees 2019-2020
BDGF4C3D4594,Donations  6-26-2019.pdf,26/06/2019,Regular Meeting,Donations
BDGF6H3D9729,Financial Report May 2019.pdf,26/06/2019,Regular Meeting,"Financial Report, May 2019"
BDGF3M3D2AD9,"Easter Seals Northern Ohio, Inc. ESY 2019 Agreement.pdf",26/06/2019,Regular Meeting,"Easter Seals Northern Ohio, Inc. Agreement"
BDGF533D60E6,PTP HS CLUBS.Proposed Fees 2019-20 R.pdf,26/06/2019,Regular Meeting,BBHHS/BBHMS Pay-to-Participate Fees 2019-2020
BDGF343D1717,Numbers Agreement 2019-2020.pdf,26/06/2019,Regular Meeting,Andrew Numbers 2019-2020 Agreement
BDGF593D6874,PTP MS CLUBS.Proposed Fees 2019-20 R.pdf,26/06/2019,Regular Meeting,BBHHS/BBHMS Pay-to-Participate Fees 2019-2020
BDGF6P3D9DDB,"Minutes 5-20, 5-22, 5-29, 6-5, 6-12-19.pdf",26/06/2019,Regular Meeting,"Minutes: May 20, 22 & 29 ~ June 5 & 12, 2019"
BDGF423D3AD6,Tuition 2019-2020 Rizzo.pdf,26/06/2019,Regular Meeting,Tuition 2019-2020
BDGERX3BBFCB,1564_EasementAgreement_583-25-002_ChippewaHarris (3) R.pdf,26/06/2019,Regular Meeting,Permanent Stormwater Easement Agreement
BDGF3G3D255D,Todd Assocs. 2019-2020 Insurance Renewal-Final (1).pdf,26/06/2019,Regular Meeting,"Todd Associates, Inc. Insurance Proposal"
BDGF2H3D00DA,MS Fire Protection.BBHCSD 1.pdf,26/06/2019,Regular Meeting,Middle School Fire Alarm
BDGF3R3D3063,PSO Gifts & Goals 2019 - Chippewa.pdf,26/06/2019,Regular Meeting,PSO Gifts and Goals - Chippewa
BDGF643D87A6,Final.Appropriations.Resolution FY19.BBHCSD.pdf,26/06/2019,Regular Meeting,FY19 Final Appropriations Measure
BDGF4Y3D5D13,PTP HS Sports.Proposed Fees 2019-20 R.pdf,26/06/2019,Regular Meeting,BBHHS/BBHMS Pay-to-Participate Fees 2019-2020
BDGF6D3D9247,Approp.Resolution.FY20.pdf,26/06/2019,Regular Meeting,FY20 Appropriations Measure
BDGERZ3BC1B6,1564_LegalDescriptionPlat_583-25-002_ChippewaHarris_Revised (1) R.pdf,26/06/2019,Regular Meeting,Permanent Stormwater Easement Agreement
BDGF3Y3D3827,Tuition 2019-2020 Kowtch.pdf,26/06/2019,Regular Meeting,Tuition 2019-2020
BDGG5W41C899,Rapkin 1.pdf,26/06/2019,Regular Meeting,Myles Rapkin 2019-2020 Agreement
BDGJ994C0DD2,Certified Recommendations 6-25-2019 Final.pdf,26/06/2019,Regular Meeting,Certified Recommendations
BDGJ9Q4C1F98,Supplemental Recommendations 2018-2019 F.pdf,26/06/2019,Regular Meeting,Supplemental Recommendations 2018-2019
BDGJ9H4C165F,Classified Recommendations 6-26-2019 Final.pdf,26/06/2019,Regular Meeting,Classified Recommendations
BDGJPC4E1BCC,Supplemental Recommendations 2019-2020 F.pdf,26/06/2019,Regular Meeting,Supplemental Recommendations 2019-2020
BENNJ36016F3,OSBA Delegate Info FY20.pdf,07/08/2019,Regular Meeting,
BERTLS77EEEA,MOU - W.Corvin.pdf,07/08/2019,Regular Meeting,Memorandum of Understanding
BESKUS52787D,Supplemental Recommendations Aug.7.2019.softball.pdf,07/08/2019,Regular Meeting,Supplemental Recommendation 2
BESKUY5288F8,Supplemental Recommendations Aug.7.2019.pdf,07/08/2019,Regular Meeting,Supplemental Recommendations 1
BETJPG4E236A,"June 26, 2019 - BOE Meeting Minutes.pdf",07/08/2019,Regular Meeting,"Minutes: June 26, 2019"
BETJNQ4E02D5,Board Financial Report June 2019.pdf,07/08/2019,Regular Meeting,"Financial Report, June 2019"
BETJQW4E595C,Donation 8-7-2019.pdf,07/08/2019,Regular Meeting,Establish K. Huse-Corinne L. Dodero Foundation Grant
BETJYN4F50EA,Final BBCSD resolution accept treasurer resignation and appoint interim treasurer.pdf,07/08/2019,Regular Meeting,Resolution to Accept Treasurer Resignation and appoint Interim Treasurer
BETJY64F1D8E,letter of resignation.J Hall.7.29.19..pdf,07/08/2019,Regular Meeting,Treasurer Resignation Letter
BETJZ94F8F31,Classified BOE Spreadsheet 8_7_19 (July Mtg).pdf,07/08/2019,Regular Meeting,Classified Recommendations
BETK65504941,MS 2019 2020 Student Handbook Final Copy.pdf,07/08/2019,Regular Meeting,2019-2020 BBHMS Handbook
BETK83508EDD,ESC Services.pdf,07/08/2019,Regular Meeting,2019-2020 ESCNEO Programs and Services
BETK895095D9,PEP Aide.pdf,07/08/2019,Regular Meeting,PEP Aide
BETK7V50847F,2019-2020 New Adoptions.pdf,07/08/2019,Regular Meeting,2019-2020 Textbook Adoptions
BETK5X5041F5,HS 19-20 handbook changes.pdf,07/08/2019,Regular Meeting,2019-2020 BBHHS Handbook
BETK5V503FB3,HS 2019-2020 Handbook 3 Final.pdf,07/08/2019,Regular Meeting,2019-2020 BBHHS Handbook
BETK8Y50A99D,Sendero (3).pdf,07/08/2019,Regular Meeting,"Sendero Therapies, Inc. Agreement"
BETK8C509C10,PEP Assist (2).pdf,07/08/2019,Regular Meeting,PEP Assist
BETK6Q505EFA,Lake Erie Educational Media Consortium 8-7-2019.pdf,07/08/2019,Regular Meeting,Lake Erie Educational Media Consortium (LEEMC) Agreement
BETK69504D8C,PIL 2018-2019 R.pdf,07/08/2019,Regular Meeting,Payment in Lieu of Transportation
BETK9450ADB0,STEPS (1).pdf,07/08/2019,Regular Meeting,STEPS Educational Group Contract
BETK9850B179,Suburban Transportation.pdf,07/08/2019,Regular Meeting,2019-2020 Suburban Transportation Contract
BETK7X508AB0,Lerner.pdf,07/08/2019,Regular Meeting,Cleveland Clinic Lerner School For Autism Agreement
BETK8Q50A552,PEP Programs.pdf,07/08/2019,Regular Meeting,PEP Program Contract
BETK6H505464,PreSchool-Grade 8 2019-2020.pdf,07/08/2019,Regular Meeting,2019-2020 Preschool-Grade 8 Fees
BETK85509249,Monarch.pdf,07/08/2019,Regular Meeting,Monarch Agreement
BETK6M505A13,HS Fees 2019-2020.pdf,07/08/2019,Regular Meeting,2019-2020 High School Fees
BETK8H50A1F9,PEP Behavior.pdf,07/08/2019,Regular Meeting,PEP Behavior Coach
BETK9G50BDE5,Highland Handbook 2019-2020 Final 7-18-2019.pdf,07/08/2019,Regular Meeting,2019-2020 K-4 Handbooks
BETK9A50BCE4,Chippewa Final K-4  7-18-2019.pdf,07/08/2019,Regular Meeting,2019-2020 K-4 Handbooks
BETK9C50BD2C,"Chippewa Handbook Section I, Revised June 2019.pdf",07/08/2019,Regular Meeting,2019-2020 K-4 Handbooks
BETK9J50BE65,Hilton Final K-4  7-18-2019.pdf,07/08/2019,Regular Meeting,2019-2020 K-4 Handbooks
BETK9E50BD88,"Chippewa Handbook Section II, Revised June 2019.pdf",07/08/2019,Regular Meeting,2019-2020 K-4 Handbooks
BETK9R50C8C7,ELL Handbook 2019-2020.pdf,07/08/2019,Regular Meeting,2019-2020 English Language Learners (ELL) Handbook
BETNQA61016C,Certificated Spreadsheet 8_7_19 (July Mtg) r.pdf,07/08/2019,Regular Meeting,Certified Recommendations
BETRWW7008F4,Drug Alcohol Policy - Revised 6_21_19.pdf,07/08/2019,Regular Meeting,Revised Extracurricular Drug/Alcohol Policy
BETS3P70BABD,Admin Support Pers Guidelines 11-21-16.Revised.8.7.19.pdf,07/08/2019,Regular Meeting,Administrative Support Guidelines
BETSU77452F5,Finding Leaders - CONTRACT-BBH 2019 v2.pdf,07/08/2019,Regular Meeting,Finding Leaders Contract
BEU3LB810F74,Final BBH Interim Treasurer Scott v2.pdf,07/08/2019,Regular Meeting,Interim Treasurer Contract
BEULB55597FA,BOE Department Updates August 2019.pdf,07/08/2019,Regular Meeting,Directors' Year-End Reports
BF8KTT5375F6,Shook Construction Schedule A vs B.pdf,07/08/2019,Regular Meeting,Shook TDA Timeline Update
BFDKTL536E62,BBHCSD Tennis Court Options 8-12-19.pdf,28/08/2019,Regular Meeting,Construction Schedule Update/Tennis Court
BFENX462015C,Preschool Handbook 2019.pdf,28/08/2019,Regular Meeting,2019-2020 Preschool Handbook
BFENXD620A7E,2019-2020 Bus Routes.pdf,28/08/2019,Regular Meeting,2019-2020 Bus Routes
BFFLJJ56CA97,Minutes from 08-07-2019.pdf,28/08/2019,Regular Meeting,"Minutes: August 7, 2019"
BFGM8R59FFA4,Supplemental Recommendations 8-28-2019 F4.pdf,28/08/2019,Regular Meeting,Supplemental Recommendations
BFGPTF63725D,"Financial Report, July 2019 Final.pdf",28/08/2019,Regular Meeting,"Financial Report, July 2019"
BFGPPS65839A,Certified Recommendations 8-28-2019 F6.pdf,28/08/2019,Regular Meeting,Certified Recommendations
BFHHRL49C2E3,Classified Recomendations 8-28-2019 F6.pdf,28/08/2019,Regular Meeting,Classified Recommendations
BFJKDC4EB238,Construction Schedule Presentation 8-28-19 rev2.pdf,28/08/2019,Regular Meeting,Construction Schedule Update/Tennis Court
BFPKPW4F6F7A,Presidents Report.pdf,28/08/2019,Regular Meeting,President's Announcements/Recognitions
BFPP2X4762FF,fm5230F1.doc,,,
BFQM5A526BC2,Taxable Advance Refunding of Series 2018 9.3.2019.pdf,04/09/2019,Special Meeting 7 p.m.,Bond Refinance
BFQM575251B6,Interest Rate Environment (9.3.2019).pdf,04/09/2019,Special Meeting 7 p.m.,Bond Refinance
BFWFYF4163ED,Tennis Court Options 8-12-19.pdf,12/09/2019,Special Meeting 6:30 pm,Tennis Court Discussion
BFXPDC5D4270,190717-Option 03.pdf,12/09/2019,Special Meeting 6:30 pm,Tennis Court Discussion
BG4M8G58165F,"Minutes from 7-30-19, 8-28-19, 9-4-19, 9-12-19.pdf",24/09/2019,"September 24, 2019 Regular Meeting","Minutes: July 30th, August 28th, September 4th and September 12th"
BG7KV553A7C2,BBHCSD Tennis Court Options #3 9-18-19.pdf,24/09/2019,"September 24, 2019 Regular Meeting",Tennis Court Discussion
BG7KVN53BB82,Donations.pdf,24/09/2019,"September 24, 2019 Regular Meeting",Donations
BG7KVJ53B2B6,College Now.pdf,24/09/2019,"September 24, 2019 Regular Meeting",College Now of Greater Cleveland
BG7KXR53ECEC,Resolution for Fire Alarm.pdf,24/09/2019,"September 24, 2019 Regular Meeting",BBHMS Fire Alarm Resolution
BG7KXK53E9F1,Cost Issue - RFI #05 & Bulletin #2 rev.pdf,24/09/2019,"September 24, 2019 Regular Meeting",BBHMS Fire Alarm Resolution
BG7KXV53F42F,PSI 2019-2020.pdf,24/09/2019,"September 24, 2019 Regular Meeting",PSI Contract
BG7KZY5442B3,America's Best Transportation.pdf,24/09/2019,"September 24, 2019 Regular Meeting",America's Best Transportation
BG7MV85D0AE3,Resolution to Refinance Bond 9-24.pdf,24/09/2019,"September 24, 2019 Regular Meeting",Bond Refinancing
BGAR6W69551C,xcurriculars.pdf,24/09/2019,"September 24, 2019 Regular Meeting",Supplemental Recommendations
BGCGVL45A976,Certificated Spreadsheet 9_25_19.xlsx.pdf,24/09/2019,"September 24, 2019 Regular Meeting",Certified Recommendations
BGCGWL45CE13,Classified BOE Spreadsheet 9_25_19.pdf,24/09/2019,"September 24, 2019 Regular Meeting",Classified Recommendations
BGCR4T6C072A,Market Update.pdf,24/09/2019,"September 24, 2019 Regular Meeting",Bond Refinance Discussion
BGYJQV4E549D,Michigan Midwest Elite Trip Itinerary 2019 (1).pdf,22/10/2019,"October 22, 2019 Regular Meeting",Out of State Field Trip ~ Robotics 12/13/19-12/15/19
BGYJRQ4E77E8,Project SEARCH.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Project SEARCH Agreement
BGYJSQ4E9610,ESC Agreement (Audiology and Hearing Impairment).pdf,22/10/2019,"October 22, 2019 Regular Meeting",ESC Agreement (Audiology and Hearing Impairment)
BGYJWS4EBE23,Achievement Centers for Children.pdf,22/10/2019,"October 22, 2019 Regular Meeting",ESC Agreement (Achievement Centers for Children)
BGYLT257011F,"Financial Report, September 2019.pdf",22/10/2019,"October 22, 2019 Regular Meeting","Financial Report, September 2019"
BGYQ2R673A2E,Minutes from 9-24-19 & 10-3-19.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Minutes of the 9/24/19 and 10/3/19 Meeting
BGZQZA68815B,Southeastern Baseball Classic Information & Itinerary.pdf,22/10/2019,"October 22, 2019 Regular Meeting",BBHHS Baseball Trip ~ Southeastern Baseball Classic 4/13/20-4/17/20
BH2HJ4488C9D,Administrative and Supervisor Compensation Schedule.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Administrative and Supervisor Compensation Schedule
BH3PBJ63C875,Employee Count Comparison 10152019 Sheet1.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Approval of Superintendent's Consent Agenda
BH3PPS659E85,Certificated agenda.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Certified Recommendations
BH3PPX65A45D,Classified agenda.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Classified Recommendations
BH3PQ365A8E1,Extracurricular agenda.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Supplemental Recommendations
BH3QA668228E,Local Sub Rates 10162019 Sheet1.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Certified Sub Discussion
BH7J244B0241,October 2019 forecast notes.pdf,22/10/2019,"October 22, 2019 Regular Meeting","Five Year Forecast, October 2019"
BH7J2C4B0ADA,october cfo report.pdf,22/10/2019,"October 22, 2019 Regular Meeting","Five Year Forecast, October 2019"
BH7M3M594AF4,Certified Sub Attachment.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Certified Sub Discussion
BH7M3D59414F,Period Substitute Survey Summary.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Certified Sub Discussion
BH8P3A77AC3E,Picture4.png,,,
BH8P2Z77AC4D,Picture3.png,,,
BH8P3777AC58,Picture2.png,,,
BH8P3477AC5F,Picture1.png,,,
BH8P2Q7079A7,screenshot copy.png,,,
BH8P2T7079B1,screenshot.png,,,
BHAJ3W4B45C3,Middle School Auditorium Update -Oct Board Mtg.pdf,22/10/2019,"October 22, 2019 Regular Meeting",Middle School Auditorium fundraiser update
BHAJWJ4C212B,October 2019 forecast presentation.pdf,22/10/2019,"October 22, 2019 Regular Meeting","Five Year Forecast, October 2019"
BHVK5E4F851F,Orchestra Trip.pdf,20/11/2019,Regular Meeting,High School Choir and Orchestra Trip 3/28/21-3/31/21
BHVK694FE0A8,Donation List 2019 2020.pdf,20/11/2019,Regular Meeting,Donations
BHVSSC722268,Settlement Agreement.pdf,20/11/2019,Regular Meeting,Settlement Agreement
BHVSSH723E50,PEP Behavior Coach Agreement.pdf,20/11/2019,Regular Meeting,PEP Behavior Coach Contract
BHWNQJ5BDA61,Exhibit D GMP Amendment.pdf,20/11/2019,Regular Meeting,GMP Agreement
BHWNQF5BD7C4,BBHCSD - GMP Elementary School and Field House (Final).pdf,20/11/2019,Regular Meeting,GMP Agreement
BHWRX46D870E,"Financial Statement, October 2019.pdf",20/11/2019,Regular Meeting,"Financial Report, October 2019"
BHWSAC71B6EF,Minutes from 10-22-19 & 11-10-19.pdf,20/11/2019,Regular Meeting,Minutes of the 10/22/19 and 11/10/19 Meeting
BHXNZF61748D,CONVEYANCE AGREEMENT.pdf,20/11/2019,Regular Meeting,Land Swap Agreement
BHXNYR616144,CONST AGENCY AGREEMENT.pdf,20/11/2019,Regular Meeting,Construction Agency Agreement
BHXNVF61C2BE,LEASE BLOSSOM PRE K.pdf,20/11/2019,Regular Meeting,Lease Agreement
BHXP2F61D2AD,SHARED USE AGREEMENT.pdf,20/11/2019,Regular Meeting,Shared Use and Management Agreement
BHXP5A61E08E,STADIUM DRIVE LEASE.pdf,20/11/2019,Regular Meeting,Stadium Drive Lease
BHXQRS6A95E1,Extracurricular Recommendations.pdf,20/11/2019,Regular Meeting,Supplemental Recommendations
BHXSL56D946B,Future & Proposed Projects 11.2019.pdf,20/11/2019,Regular Meeting,P.I. Update
BHXSL36D8EF9,FMP Project Priority 11.2019.pdf,20/11/2019,Regular Meeting,P.I. Update
BJ2Q3P660BC5,PresentationFacility Renovations  11.20.2019.pdf,20/11/2019,Regular Meeting,P.I. Update
BJ3JTY4ECBA2,Certified Recommendations.pdf,20/11/2019,Regular Meeting,Certified Recommendations
BJ3JU84ED3C2,Classified Recommendations.pdf,20/11/2019,Regular Meeting,Classified Recommendations
BJ4M6Q5767DD,BBHHS-Atalaya Cultural Exchange Program Proposal.pdf,20/11/2019,Regular Meeting,"BBH High School Spanish Exchange Program, June 2020"
BJ4NYY624803,BBHCSD routing study final.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ4S3Q66FD05,BBHCSD OSBA Route Study PP .pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ4TQ6786D29,Bus Route Study Plan Comparison v1.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ54SZ0D0777,Plan B elementary first.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ54T90D07B8,Bell times.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ54TD0D07E7,Cost impact.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ54T50D0797,Plan E.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ54TB0D07DD,Bus loading.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ54T70D07A4,Plan F.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ54TF0D07F4,MS first .pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ54T30D0783,Plan D elementary Firts.pdf,20/11/2019,Regular Meeting,Bus Transportation Report
BJ5KFW510B21,CVCC Strat Plan update 11.2019.pdf,20/11/2019,Regular Meeting,Cuyahoga Valley Career Center Report
BJ5KFY510BD1,CVCC Five Year Forecast November 2019.pdf,20/11/2019,Regular Meeting,Cuyahoga Valley Career Center Report
BJJQHB695BA2,Certified Recommendation.pdf,05/12/2019,Special Meeting only 5:00 p.m.,Hiring of the Treasurer
BJPJFU4D05D9,SBTrip2020-Budget.pdf,18/12/2019,Regular Meeting 7:00 PM,"Softball Trip ~ April 10, 2020-April 17, 2020"
BJPJFW4D079A,SBTrip2020-3TENTAT Itiner.pdf,18/12/2019,Regular Meeting 7:00 PM,"Softball Trip ~ April 10, 2020-April 17, 2020"
BJPJHS4D4E15,12.4 Securly - terms and condition for mixed media agreement (for school districts) - revised March 2019.pdf,18/12/2019,Regular Meeting 7:00 PM,"Securly, Web Filtering Contract"
BJPJHU4D4FD0,Brecksville - Filter.pdf,18/12/2019,Regular Meeting 7:00 PM,"Securly, Web Filtering Contract"
BJQMY8531D99,"Financial Statement, November 2019.pdf",18/12/2019,Regular Meeting 7:00 PM,"Financial Statement, November 2019"
BJRJVJ4F0631,Settlement Resolution Form.pdf,18/12/2019,Regular Meeting 7:00 PM,Settlement Agreement
BJRKHY520480,"Donations December, 2019 - Sheet1.pdf",18/12/2019,Regular Meeting 7:00 PM,Donations
BJRQ8R66A107,"Minutes from 11-18, 11-19, 11-20, 12-2, 12-5-19 (1).pdf",18/12/2019,Regular Meeting 7:00 PM,"Minutes of the 11/18, 11/19, 11/20, 12/2 and 12/5 meetings"
BJRQT56ACBF0,Increase in Revenues (A).pdf,18/12/2019,Regular Meeting 7:00 PM,Increase/ Decrease Revenue
BJSJ2F4AE253,Middle School Roof Section 3 - Replacement Budget - 2020.pdf,18/12/2019,Regular Meeting 7:00 PM,Roof Replacement
BJSJ2C4AD837,Bus bid November 2019.pdf,18/12/2019,Regular Meeting 7:00 PM,School Bus Purchasing
BJSQC36886EF,extra agenda.pdf,18/12/2019,Regular Meeting 7:00 PM,Supplemental Recommendations
BJSQBR6878DF,cert agenda.pdf,18/12/2019,Regular Meeting 7:00 PM,Certified Recommendations
BJSQW26B225F,Bleacher renovation 2019.pdf,18/12/2019,Regular Meeting 7:00 PM,
BJSRPZ6D03A5,CAPA Transfer.pdf,18/12/2019,Regular Meeting 7:00 PM,Transfer of Funds
BJVMR25C6BC7,Forecast5 FY2020 November Analytics.pdf,18/12/2019,Regular Meeting 7:00 PM,"Financial Statement, November 2019"
BJVMQY5C6B94,Forecast5 FY2020 November Financial Report.pdf,18/12/2019,Regular Meeting 7:00 PM,"Financial Statement, November 2019"
BJVMR45C6BF5,Forecast5 FY2020 July-November Analytics.pdf,18/12/2019,Regular Meeting 7:00 PM,"Financial Statement, November 2019"
BJWLTQ582330,2020 Robotics Trip-Virginia.pdf,18/12/2019,Regular Meeting 7:00 PM,"Robotics Trip ~ January 30, 2020-February 1, 2020"
BJWQYF6B931B,Exhibit A - BBHCSD PreK-5 School Building Service Conversion Invoice Payment Schedule 12-14-19 .pdf,18/12/2019,Regular Meeting 7:00 PM,Utility Cost Reduction Program PreK-5 Elementary School
BJWQZ26BA955,Exhibit A - BBHCSD High School and Middle School Lighting Invoice Payment Schedule 12-14-15 (1).pdf,18/12/2019,Regular Meeting 7:00 PM,Utility Cost Reduction Program HS/ MS Auditorium House Lighting
BJWQYV6BA3A5,LOI - BBHCSD High School and Middle School Lighting 12-10-19.pdf,18/12/2019,Regular Meeting 7:00 PM,Utility Cost Reduction Program HS/ MS Auditorium House Lighting
BJWQZ66BAE06,Exhibit B - BBHCSD HS & MS LED Specs.pdf,18/12/2019,Regular Meeting 7:00 PM,Utility Cost Reduction Program HS/ MS Auditorium House Lighting
BJWQYA6B8D97,LOI - BBHCSD PreK-5 School Building 12-10-19.pdf,18/12/2019,Regular Meeting 7:00 PM,Utility Cost Reduction Program PreK-5 Elementary School
BJXJFJ4CF925,Brd Presentation Facility Planning  12.18.2019.pdf,18/12/2019,Regular Meeting 7:00 PM,PI Discussion / Bus Camera Discussion
BJYHUT4A3BCE,Koinonia Enterprises Contract.pdf,18/12/2019,Regular Meeting 7:00 PM,Koinonia Enterprises Contract
BJYJPE4E1FCB,EUS II Agrement BBHCSD PreK-5 School Building 12-15-19 GG-MS.pdf,18/12/2019,Regular Meeting 7:00 PM,Utility Cost Reduction Program PreK-5 Elementary School
BJYJPV4E330B,EUS Agreement BBHCSD HS & MS Auditorium House Lighting Project 12-16 GG-MS.pdf,18/12/2019,Regular Meeting 7:00 PM,Utility Cost Reduction Program HS/ MS Auditorium House Lighting
BJYK564FE644,Classfied BOE (4).pdf,18/12/2019,Regular Meeting 7:00 PM,Classified Recommendations
BJZMMT5BE341,BBHCSD Taxable School Facilities Improvement Refunding Bonds Final Numbers 12-17-2019.pdf,18/12/2019,Regular Meeting 7:00 PM,Bond Refinancing Discussion / Presentation
